,day_of_week,hour_of_day,num_of_commits,owner,repo
14,0,14,2,rendrjs,rendr
15,0,15,2,rendrjs,rendr
16,0,16,0,rendrjs,rendr
17,0,17,5,rendrjs,rendr
18,0,18,2,rendrjs,rendr
19,0,19,6,rendrjs,rendr
20,0,20,7,rendrjs,rendr
21,0,21,3,rendrjs,rendr
22,0,22,5,rendrjs,rendr
23,0,23,0,rendrjs,rendr
24,1,0,2,rendrjs,rendr
25,1,1,1,rendrjs,rendr
26,1,2,2,rendrjs,rendr
27,1,3,1,rendrjs,rendr
28,1,4,0,rendrjs,rendr
29,1,5,0,rendrjs,rendr
30,1,6,0,rendrjs,rendr
31,1,7,2,rendrjs,rendr
32,1,8,1,rendrjs,rendr
33,1,9,7,rendrjs,rendr
34,1,10,6,rendrjs,rendr
35,1,11,18,rendrjs,rendr
36,1,12,15,rendrjs,rendr
37,1,13,21,rendrjs,rendr
38,1,14,16,rendrjs,rendr
39,1,15,17,rendrjs,rendr
40,1,16,9,rendrjs,rendr
41,1,17,10,rendrjs,rendr
42,1,18,10,rendrjs,rendr
43,1,19,5,rendrjs,rendr
44,1,20,9,rendrjs,rendr
45,1,21,12,rendrjs,rendr
46,1,22,3,rendrjs,rendr
47,1,23,5,rendrjs,rendr
48,2,0,3,rendrjs,rendr
49,2,1,3,rendrjs,rendr
50,2,2,2,rendrjs,rendr
51,2,3,0,rendrjs,rendr
52,2,4,0,rendrjs,rendr
53,2,5,0,rendrjs,rendr
54,2,6,0,rendrjs,rendr
55,2,7,2,rendrjs,rendr
56,2,8,1,rendrjs,rendr
57,2,9,3,rendrjs,rendr
58,2,10,9,rendrjs,rendr
59,2,11,11,rendrjs,rendr
60,2,12,12,rendrjs,rendr
61,2,13,18,rendrjs,rendr
62,2,14,11,rendrjs,rendr
63,2,15,15,rendrjs,rendr
64,2,16,16,rendrjs,rendr
65,2,17,24,rendrjs,rendr
66,2,18,18,rendrjs,rendr
67,2,19,3,rendrjs,rendr
68,2,20,3,rendrjs,rendr
69,2,21,3,rendrjs,rendr
70,2,22,8,rendrjs,rendr
71,2,23,1,rendrjs,rendr
72,3,0,3,rendrjs,rendr
73,3,1,0,rendrjs,rendr
74,3,2,0,rendrjs,rendr
75,3,3,0,rendrjs,rendr
76,3,4,0,rendrjs,rendr
77,3,5,0,rendrjs,rendr
78,3,6,0,rendrjs,rendr
79,3,7,0,rendrjs,rendr
80,3,8,0,rendrjs,rendr
81,3,9,9,rendrjs,rendr
82,3,10,10,rendrjs,rendr
83,3,11,18,rendrjs,rendr
84,3,12,11,rendrjs,rendr
85,3,13,14,rendrjs,rendr
86,3,14,16,rendrjs,rendr
87,3,15,8,rendrjs,rendr
88,3,16,15,rendrjs,rendr
89,3,17,20,rendrjs,rendr
90,3,18,5,rendrjs,rendr
91,3,19,9,rendrjs,rendr
92,3,20,11,rendrjs,rendr
93,3,21,3,rendrjs,rendr
94,3,22,7,rendrjs,rendr
95,3,23,5,rendrjs,rendr
96,4,0,4,rendrjs,rendr
97,4,1,3,rendrjs,rendr
98,4,2,1,rendrjs,rendr
99,4,3,3,rendrjs,rendr
100,4,4,2,rendrjs,rendr
101,4,5,0,rendrjs,rendr
102,4,6,0,rendrjs,rendr
103,4,7,0,rendrjs,rendr
104,4,8,5,rendrjs,rendr
105,4,9,6,rendrjs,rendr
106,4,10,10,rendrjs,rendr
107,4,11,25,rendrjs,rendr
108,4,12,13,rendrjs,rendr
109,4,13,12,rendrjs,rendr
110,4,14,13,rendrjs,rendr
111,4,15,13,rendrjs,rendr
112,4,16,16,rendrjs,rendr
113,4,17,14,rendrjs,rendr
114,4,18,19,rendrjs,rendr
115,4,19,11,rendrjs,rendr
116,4,20,8,rendrjs,rendr
117,4,21,4,rendrjs,rendr
118,4,22,1,rendrjs,rendr
119,4,23,9,rendrjs,rendr
120,5,0,0,rendrjs,rendr
121,5,1,0,rendrjs,rendr
122,5,2,2,rendrjs,rendr
123,5,3,0,rendrjs,rendr
124,5,4,2,rendrjs,rendr
125,5,5,0,rendrjs,rendr
126,5,6,0,rendrjs,rendr
127,5,7,0,rendrjs,rendr
128,5,8,1,rendrjs,rendr
129,5,9,4,rendrjs,rendr
130,5,10,25,rendrjs,rendr
131,5,11,24,rendrjs,rendr
132,5,12,20,rendrjs,rendr
133,5,13,16,rendrjs,rendr
134,5,14,14,rendrjs,rendr
135,5,15,19,rendrjs,rendr
136,5,16,21,rendrjs,rendr
137,5,17,17,rendrjs,rendr
138,5,18,5,rendrjs,rendr
139,5,19,5,rendrjs,rendr
140,5,20,2,rendrjs,rendr
141,5,21,2,rendrjs,rendr
142,5,22,0,rendrjs,rendr
143,5,23,2,rendrjs,rendr
144,6,0,4,rendrjs,rendr
145,6,1,4,rendrjs,rendr
146,6,2,3,rendrjs,rendr
147,6,3,0,rendrjs,rendr
148,6,4,0,rendrjs,rendr
149,6,5,1,rendrjs,rendr
150,6,6,1,rendrjs,rendr
151,6,7,0,rendrjs,rendr
152,6,8,0,rendrjs,rendr
153,6,9,5,rendrjs,rendr
154,6,10,5,rendrjs,rendr
155,6,11,2,rendrjs,rendr
156,6,12,10,rendrjs,rendr
157,6,13,3,rendrjs,rendr
158,6,14,7,rendrjs,rendr
159,6,15,2,rendrjs,rendr
160,6,16,0,rendrjs,rendr
161,6,17,3,rendrjs,rendr
162,6,18,1,rendrjs,rendr
163,6,19,2,rendrjs,rendr
164,6,20,3,rendrjs,rendr
165,6,21,3,rendrjs,rendr
166,6,22,3,rendrjs,rendr
167,6,23,0,rendrjs,rendr
0,0,0,4,inconshreveable,ngrok
1,0,1,5,inconshreveable,ngrok
2,0,2,0,inconshreveable,ngrok
3,0,3,0,inconshreveable,ngrok
4,0,4,0,inconshreveable,ngrok
5,0,5,0,inconshreveable,ngrok
6,0,6,0,inconshreveable,ngrok
7,0,7,1,inconshreveable,ngrok
8,0,8,0,inconshreveable,ngrok
9,0,9,0,inconshreveable,ngrok
10,0,10,0,inconshreveable,ngrok
11,0,11,0,inconshreveable,ngrok
12,0,12,1,inconshreveable,ngrok
13,0,13,0,inconshreveable,ngrok
14,0,14,5,inconshreveable,ngrok
15,0,15,2,inconshreveable,ngrok
16,0,16,0,inconshreveable,ngrok
17,0,17,5,inconshreveable,ngrok
18,0,18,1,inconshreveable,ngrok
19,0,19,3,inconshreveable,ngrok
20,0,20,2,inconshreveable,ngrok
21,0,21,1,inconshreveable,ngrok
22,0,22,1,inconshreveable,ngrok
23,0,23,1,inconshreveable,ngrok
24,1,0,0,inconshreveable,ngrok
25,1,1,1,inconshreveable,ngrok
26,1,2,0,inconshreveable,ngrok
27,1,3,0,inconshreveable,ngrok
28,1,4,0,inconshreveable,ngrok
29,1,5,0,inconshreveable,ngrok
30,1,6,0,inconshreveable,ngrok
31,1,7,0,inconshreveable,ngrok
32,1,8,0,inconshreveable,ngrok
33,1,9,1,inconshreveable,ngrok
34,1,10,0,inconshreveable,ngrok
35,1,11,2,inconshreveable,ngrok
36,1,12,5,inconshreveable,ngrok
37,1,13,3,inconshreveable,ngrok
38,1,14,6,inconshreveable,ngrok
39,1,15,2,inconshreveable,ngrok
40,1,16,1,inconshreveable,ngrok
41,1,17,1,inconshreveable,ngrok
42,1,18,3,inconshreveable,ngrok
43,1,19,2,inconshreveable,ngrok
44,1,20,0,inconshreveable,ngrok
45,1,21,0,inconshreveable,ngrok
46,1,22,1,inconshreveable,ngrok
47,1,23,2,inconshreveable,ngrok
48,2,0,0,inconshreveable,ngrok
49,2,1,1,inconshreveable,ngrok
50,2,2,0,inconshreveable,ngrok
51,2,3,0,inconshreveable,ngrok
52,2,4,0,inconshreveable,ngrok
53,2,5,0,inconshreveable,ngrok
54,2,6,0,inconshreveable,ngrok
55,2,7,0,inconshreveable,ngrok
56,2,8,2,inconshreveable,ngrok
57,2,9,0,inconshreveable,ngrok
58,2,10,7,inconshreveable,ngrok
59,2,11,3,inconshreveable,ngrok
60,2,12,6,inconshreveable,ngrok
61,2,13,1,inconshreveable,ngrok
62,2,14,1,inconshreveable,ngrok
63,2,15,4,inconshreveable,ngrok
64,2,16,3,inconshreveable,ngrok
65,2,17,4,inconshreveable,ngrok
66,2,18,1,inconshreveable,ngrok
67,2,19,2,inconshreveable,ngrok
68,2,20,1,inconshreveable,ngrok
69,2,21,2,inconshreveable,ngrok
70,2,22,2,inconshreveable,ngrok
71,2,23,1,inconshreveable,ngrok
72,3,0,3,inconshreveable,ngrok
73,3,1,4,inconshreveable,ngrok
74,3,2,1,inconshreveable,ngrok
75,3,3,0,inconshreveable,ngrok
76,3,4,0,inconshreveable,ngrok
77,3,5,0,inconshreveable,ngrok
78,3,6,0,inconshreveable,ngrok
79,3,7,0,inconshreveable,ngrok
80,3,8,1,inconshreveable,ngrok
81,3,9,2,inconshreveable,ngrok
82,3,10,1,inconshreveable,ngrok
83,3,11,1,inconshreveable,ngrok
84,3,12,1,inconshreveable,ngrok
85,3,13,4,inconshreveable,ngrok
86,3,14,4,inconshreveable,ngrok
87,3,15,1,inconshreveable,ngrok
88,3,16,0,inconshreveable,ngrok
89,3,17,2,inconshreveable,ngrok
90,3,18,4,inconshreveable,ngrok
91,3,19,2,inconshreveable,ngrok
92,3,20,4,inconshreveable,ngrok
93,3,21,3,inconshreveable,ngrok
94,3,22,1,inconshreveable,ngrok
95,3,23,0,inconshreveable,ngrok
96,4,0,2,inconshreveable,ngrok
97,4,1,2,inconshreveable,ngrok
98,4,2,1,inconshreveable,ngrok
99,4,3,0,inconshreveable,ngrok
100,4,4,0,inconshreveable,ngrok
101,4,5,0,inconshreveable,ngrok
102,4,6,0,inconshreveable,ngrok
103,4,7,0,inconshreveable,ngrok
104,4,8,0,inconshreveable,ngrok
105,4,9,1,inconshreveable,ngrok
106,4,10,1,inconshreveable,ngrok
107,4,11,2,inconshreveable,ngrok
108,4,12,3,inconshreveable,ngrok
109,4,13,3,inconshreveable,ngrok
110,4,14,3,inconshreveable,ngrok
111,4,15,3,inconshreveable,ngrok
112,4,16,4,inconshreveable,ngrok
113,4,17,1,inconshreveable,ngrok
114,4,18,9,inconshreveable,ngrok
115,4,19,2,inconshreveable,ngrok
116,4,20,4,inconshreveable,ngrok
117,4,21,6,inconshreveable,ngrok
118,4,22,0,inconshreveable,ngrok
119,4,23,1,inconshreveable,ngrok
120,5,0,0,inconshreveable,ngrok
121,5,1,3,inconshreveable,ngrok
122,5,2,1,inconshreveable,ngrok
123,5,3,0,inconshreveable,ngrok
124,5,4,0,inconshreveable,ngrok
125,5,5,0,inconshreveable,ngrok
126,5,6,0,inconshreveable,ngrok
127,5,7,0,inconshreveable,ngrok
128,5,8,2,inconshreveable,ngrok
129,5,9,1,inconshreveable,ngrok
130,5,10,2,inconshreveable,ngrok
131,5,11,2,inconshreveable,ngrok
132,5,12,0,inconshreveable,ngrok
133,5,13,3,inconshreveable,ngrok
134,5,14,1,inconshreveable,ngrok
135,5,15,3,inconshreveable,ngrok
136,5,16,3,inconshreveable,ngrok
137,5,17,3,inconshreveable,ngrok
138,5,18,2,inconshreveable,ngrok
139,5,19,3,inconshreveable,ngrok
140,5,20,1,inconshreveable,ngrok
141,5,21,5,inconshreveable,ngrok
142,5,22,7,inconshreveable,ngrok
143,5,23,4,inconshreveable,ngrok
144,6,0,4,inconshreveable,ngrok
145,6,1,8,inconshreveable,ngrok
146,6,2,2,inconshreveable,ngrok
147,6,3,0,inconshreveable,ngrok
148,6,4,0,inconshreveable,ngrok
149,6,5,0,inconshreveable,ngrok
150,6,6,0,inconshreveable,ngrok
151,6,7,0,inconshreveable,ngrok
152,6,8,0,inconshreveable,ngrok
153,6,9,3,inconshreveable,ngrok
154,6,10,2,inconshreveable,ngrok
155,6,11,5,inconshreveable,ngrok
156,6,12,2,inconshreveable,ngrok
157,6,13,0,inconshreveable,ngrok
158,6,14,1,inconshreveable,ngrok
159,6,15,1,inconshreveable,ngrok
160,6,16,0,inconshreveable,ngrok
161,6,17,2,inconshreveable,ngrok
162,6,18,0,inconshreveable,ngrok
163,6,19,3,inconshreveable,ngrok
164,6,20,1,inconshreveable,ngrok
165,6,21,9,inconshreveable,ngrok
166,6,22,2,inconshreveable,ngrok
167,6,23,1,inconshreveable,ngrok
0,0,0,3,madebymany,sir-trevor-js
1,0,1,1,madebymany,sir-trevor-js
2,0,2,0,madebymany,sir-trevor-js
3,0,3,0,madebymany,sir-trevor-js
4,0,4,0,madebymany,sir-trevor-js
5,0,5,0,madebymany,sir-trevor-js
6,0,6,0,madebymany,sir-trevor-js
7,0,7,0,madebymany,sir-trevor-js
8,0,8,0,madebymany,sir-trevor-js
9,0,9,3,madebymany,sir-trevor-js
10,0,10,3,madebymany,sir-trevor-js
11,0,11,0,madebymany,sir-trevor-js
12,0,12,1,madebymany,sir-trevor-js
13,0,13,3,madebymany,sir-trevor-js
14,0,14,4,madebymany,sir-trevor-js
15,0,15,3,madebymany,sir-trevor-js
16,0,16,1,madebymany,sir-trevor-js
17,0,17,0,madebymany,sir-trevor-js
18,0,18,1,madebymany,sir-trevor-js
19,0,19,0,madebymany,sir-trevor-js
20,0,20,0,madebymany,sir-trevor-js
21,0,21,0,madebymany,sir-trevor-js
22,0,22,1,madebymany,sir-trevor-js
23,0,23,0,madebymany,sir-trevor-js
24,1,0,1,madebymany,sir-trevor-js
25,1,1,0,madebymany,sir-trevor-js
26,1,2,0,madebymany,sir-trevor-js
27,1,3,0,madebymany,sir-trevor-js
28,1,4,0,madebymany,sir-trevor-js
29,1,5,0,madebymany,sir-trevor-js
30,1,6,0,madebymany,sir-trevor-js
31,1,7,0,madebymany,sir-trevor-js
32,1,8,3,madebymany,sir-trevor-js
33,1,9,9,madebymany,sir-trevor-js
34,1,10,7,madebymany,sir-trevor-js
35,1,11,18,madebymany,sir-trevor-js
36,1,12,18,madebymany,sir-trevor-js
37,1,13,8,madebymany,sir-trevor-js
38,1,14,17,madebymany,sir-trevor-js
39,1,15,29,madebymany,sir-trevor-js
40,1,16,20,madebymany,sir-trevor-js
41,1,17,22,madebymany,sir-trevor-js
42,1,18,16,madebymany,sir-trevor-js
43,1,19,1,madebymany,sir-trevor-js
44,1,20,0,madebymany,sir-trevor-js
45,1,21,3,madebymany,sir-trevor-js
46,1,22,2,madebymany,sir-trevor-js
47,1,23,4,madebymany,sir-trevor-js
48,2,0,0,madebymany,sir-trevor-js
49,2,1,0,madebymany,sir-trevor-js
50,2,2,1,madebymany,sir-trevor-js
51,2,3,2,madebymany,sir-trevor-js
52,2,4,0,madebymany,sir-trevor-js
53,2,5,0,madebymany,sir-trevor-js
54,2,6,0,madebymany,sir-trevor-js
55,2,7,0,madebymany,sir-trevor-js
56,2,8,0,madebymany,sir-trevor-js
57,2,9,6,madebymany,sir-trevor-js
58,2,10,6,madebymany,sir-trevor-js
59,2,11,20,madebymany,sir-trevor-js
60,2,12,19,madebymany,sir-trevor-js
61,2,13,10,madebymany,sir-trevor-js
62,2,14,21,madebymany,sir-trevor-js
63,2,15,19,madebymany,sir-trevor-js
64,2,16,21,madebymany,sir-trevor-js
65,2,17,23,madebymany,sir-trevor-js
66,2,18,8,madebymany,sir-trevor-js
67,2,19,11,madebymany,sir-trevor-js
68,2,20,3,madebymany,sir-trevor-js
69,2,21,1,madebymany,sir-trevor-js
70,2,22,0,madebymany,sir-trevor-js
71,2,23,0,madebymany,sir-trevor-js
72,3,0,0,madebymany,sir-trevor-js
73,3,1,0,madebymany,sir-trevor-js
74,3,2,0,madebymany,sir-trevor-js
75,3,3,0,madebymany,sir-trevor-js
76,3,4,0,madebymany,sir-trevor-js
77,3,5,0,madebymany,sir-trevor-js
78,3,6,0,madebymany,sir-trevor-js
79,3,7,0,madebymany,sir-trevor-js
80,3,8,0,madebymany,sir-trevor-js
81,3,9,3,madebymany,sir-trevor-js
82,3,10,19,madebymany,sir-trevor-js
83,3,11,45,madebymany,sir-trevor-js
84,3,12,22,madebymany,sir-trevor-js
85,3,13,5,madebymany,sir-trevor-js
86,3,14,8,madebymany,sir-trevor-js
87,3,15,22,madebymany,sir-trevor-js
88,3,16,17,madebymany,sir-trevor-js
89,3,17,29,madebymany,sir-trevor-js
90,3,18,7,madebymany,sir-trevor-js
91,3,19,3,madebymany,sir-trevor-js
92,3,20,2,madebymany,sir-trevor-js
93,3,21,7,madebymany,sir-trevor-js
94,3,22,4,madebymany,sir-trevor-js
95,3,23,2,madebymany,sir-trevor-js
96,4,0,2,madebymany,sir-trevor-js
97,4,1,0,madebymany,sir-trevor-js
98,4,2,0,madebymany,sir-trevor-js
99,4,3,0,madebymany,sir-trevor-js
100,4,4,0,madebymany,sir-trevor-js
101,4,5,0,madebymany,sir-trevor-js
102,4,6,0,madebymany,sir-trevor-js
103,4,7,1,madebymany,sir-trevor-js
104,4,8,1,madebymany,sir-trevor-js
105,4,9,9,madebymany,sir-trevor-js
106,4,10,7,madebymany,sir-trevor-js
107,4,11,10,madebymany,sir-trevor-js
108,4,12,21,madebymany,sir-trevor-js
109,4,13,6,madebymany,sir-trevor-js
110,4,14,9,madebymany,sir-trevor-js
111,4,15,12,madebymany,sir-trevor-js
112,4,16,28,madebymany,sir-trevor-js
113,4,17,34,madebymany,sir-trevor-js
114,4,18,10,madebymany,sir-trevor-js
115,4,19,1,madebymany,sir-trevor-js
116,4,20,0,madebymany,sir-trevor-js
117,4,21,0,madebymany,sir-trevor-js
118,4,22,1,madebymany,sir-trevor-js
119,4,23,1,madebymany,sir-trevor-js
120,5,0,3,madebymany,sir-trevor-js
121,5,1,1,madebymany,sir-trevor-js
122,5,2,0,madebymany,sir-trevor-js
123,5,3,0,madebymany,sir-trevor-js
124,5,4,0,madebymany,sir-trevor-js
125,5,5,0,madebymany,sir-trevor-js
126,5,6,0,madebymany,sir-trevor-js
127,5,7,1,madebymany,sir-trevor-js
128,5,8,1,madebymany,sir-trevor-js
129,5,9,2,madebymany,sir-trevor-js
130,5,10,14,madebymany,sir-trevor-js
131,5,11,19,madebymany,sir-trevor-js
132,5,12,19,madebymany,sir-trevor-js
133,5,13,14,madebymany,sir-trevor-js
134,5,14,9,madebymany,sir-trevor-js
135,5,15,14,madebymany,sir-trevor-js
136,5,16,11,madebymany,sir-trevor-js
137,5,17,19,madebymany,sir-trevor-js
138,5,18,6,madebymany,sir-trevor-js
139,5,19,3,madebymany,sir-trevor-js
140,5,20,2,madebymany,sir-trevor-js
141,5,21,2,madebymany,sir-trevor-js
142,5,22,0,madebymany,sir-trevor-js
143,5,23,1,madebymany,sir-trevor-js
144,6,0,1,madebymany,sir-trevor-js
145,6,1,5,madebymany,sir-trevor-js
146,6,2,0,madebymany,sir-trevor-js
147,6,3,0,madebymany,sir-trevor-js
148,6,4,0,madebymany,sir-trevor-js
149,6,5,0,madebymany,sir-trevor-js
150,6,6,0,madebymany,sir-trevor-js
151,6,7,0,madebymany,sir-trevor-js
152,6,8,2,madebymany,sir-trevor-js
153,6,9,2,madebymany,sir-trevor-js
154,6,10,4,madebymany,sir-trevor-js
155,6,11,2,madebymany,sir-trevor-js
156,6,12,1,madebymany,sir-trevor-js
157,6,13,3,madebymany,sir-trevor-js
158,6,14,0,madebymany,sir-trevor-js
159,6,15,1,madebymany,sir-trevor-js
160,6,16,0,madebymany,sir-trevor-js
161,6,17,1,madebymany,sir-trevor-js
162,6,18,0,madebymany,sir-trevor-js
163,6,19,0,madebymany,sir-trevor-js
164,6,20,1,madebymany,sir-trevor-js
165,6,21,0,madebymany,sir-trevor-js
166,6,22,5,madebymany,sir-trevor-js
167,6,23,2,madebymany,sir-trevor-js
0,0,0,0,jschr,bootstrap-modal
1,0,1,0,jschr,bootstrap-modal
2,0,2,0,jschr,bootstrap-modal
3,0,3,0,jschr,bootstrap-modal
4,0,4,0,jschr,bootstrap-modal
5,0,5,0,jschr,bootstrap-modal
6,0,6,0,jschr,bootstrap-modal
7,0,7,0,jschr,bootstrap-modal
8,0,8,0,jschr,bootstrap-modal
9,0,9,0,jschr,bootstrap-modal
10,0,10,0,jschr,bootstrap-modal
11,0,11,0,jschr,bootstrap-modal
12,0,12,0,jschr,bootstrap-modal
13,0,13,1,jschr,bootstrap-modal
14,0,14,0,jschr,bootstrap-modal
15,0,15,0,jschr,bootstrap-modal
16,0,16,0,jschr,bootstrap-modal
17,0,17,0,jschr,bootstrap-modal
18,0,18,0,jschr,bootstrap-modal
19,0,19,1,jschr,bootstrap-modal
20,0,20,0,jschr,bootstrap-modal
21,0,21,1,jschr,bootstrap-modal
22,0,22,0,jschr,bootstrap-modal
23,0,23,2,jschr,bootstrap-modal
24,1,0,0,jschr,bootstrap-modal
25,1,1,0,jschr,bootstrap-modal
26,1,2,0,jschr,bootstrap-modal
27,1,3,0,jschr,bootstrap-modal
28,1,4,1,jschr,bootstrap-modal
29,1,5,0,jschr,bootstrap-modal
30,1,6,0,jschr,bootstrap-modal
31,1,7,0,jschr,bootstrap-modal
32,1,8,7,jschr,bootstrap-modal
33,1,9,8,jschr,bootstrap-modal
34,1,10,4,jschr,bootstrap-modal
35,1,11,1,jschr,bootstrap-modal
36,1,12,0,jschr,bootstrap-modal
37,1,13,0,jschr,bootstrap-modal
38,1,14,0,jschr,bootstrap-modal
39,1,15,1,jschr,bootstrap-modal
40,1,16,1,jschr,bootstrap-modal
41,1,17,2,jschr,bootstrap-modal
42,1,18,0,jschr,bootstrap-modal
43,1,19,2,jschr,bootstrap-modal
44,1,20,0,jschr,bootstrap-modal
45,1,21,3,jschr,bootstrap-modal
46,1,22,6,jschr,bootstrap-modal
47,1,23,4,jschr,bootstrap-modal
48,2,0,1,jschr,bootstrap-modal
49,2,1,0,jschr,bootstrap-modal
50,2,2,0,jschr,bootstrap-modal
51,2,3,0,jschr,bootstrap-modal
52,2,4,0,jschr,bootstrap-modal
53,2,5,0,jschr,bootstrap-modal
54,2,6,0,jschr,bootstrap-modal
55,2,7,0,jschr,bootstrap-modal
56,2,8,0,jschr,bootstrap-modal
57,2,9,4,jschr,bootstrap-modal
58,2,10,15,jschr,bootstrap-modal
59,2,11,3,jschr,bootstrap-modal
60,2,12,1,jschr,bootstrap-modal
61,2,13,2,jschr,bootstrap-modal
62,2,14,2,jschr,bootstrap-modal
63,2,15,0,jschr,bootstrap-modal
64,2,16,2,jschr,bootstrap-modal
65,2,17,3,jschr,bootstrap-modal
66,2,18,2,jschr,bootstrap-modal
67,2,19,5,jschr,bootstrap-modal
68,2,20,4,jschr,bootstrap-modal
69,2,21,8,jschr,bootstrap-modal
70,2,22,0,jschr,bootstrap-modal
71,2,23,0,jschr,bootstrap-modal
72,3,0,0,jschr,bootstrap-modal
73,3,1,0,jschr,bootstrap-modal
74,3,2,0,jschr,bootstrap-modal
75,3,3,0,jschr,bootstrap-modal
76,3,4,0,jschr,bootstrap-modal
77,3,5,0,jschr,bootstrap-modal
78,3,6,0,jschr,bootstrap-modal
79,3,7,0,jschr,bootstrap-modal
80,3,8,2,jschr,bootstrap-modal
81,3,9,1,jschr,bootstrap-modal
82,3,10,4,jschr,bootstrap-modal
83,3,11,0,jschr,bootstrap-modal
84,3,12,0,jschr,bootstrap-modal
85,3,13,0,jschr,bootstrap-modal
86,3,14,3,jschr,bootstrap-modal
87,3,15,4,jschr,bootstrap-modal
88,3,16,4,jschr,bootstrap-modal
89,3,17,4,jschr,bootstrap-modal
90,3,18,2,jschr,bootstrap-modal
91,3,19,0,jschr,bootstrap-modal
92,3,20,3,jschr,bootstrap-modal
93,3,21,1,jschr,bootstrap-modal
94,3,22,0,jschr,bootstrap-modal
95,3,23,0,jschr,bootstrap-modal
96,4,0,2,jschr,bootstrap-modal
97,4,1,0,jschr,bootstrap-modal
98,4,2,0,jschr,bootstrap-modal
99,4,3,0,jschr,bootstrap-modal
100,4,4,0,jschr,bootstrap-modal
101,4,5,0,jschr,bootstrap-modal
102,4,6,0,jschr,bootstrap-modal
103,4,7,0,jschr,bootstrap-modal
104,4,8,1,jschr,bootstrap-modal
105,4,9,3,jschr,bootstrap-modal
106,4,10,3,jschr,bootstrap-modal
107,4,11,2,jschr,bootstrap-modal
108,4,12,2,jschr,bootstrap-modal
109,4,13,1,jschr,bootstrap-modal
110,4,14,0,jschr,bootstrap-modal
111,4,15,4,jschr,bootstrap-modal
112,4,16,0,jschr,bootstrap-modal
113,4,17,2,jschr,bootstrap-modal
114,4,18,1,jschr,bootstrap-modal
115,4,19,1,jschr,bootstrap-modal
116,4,20,1,jschr,bootstrap-modal
117,4,21,0,jschr,bootstrap-modal
118,4,22,0,jschr,bootstrap-modal
119,4,23,5,jschr,bootstrap-modal
120,5,0,1,jschr,bootstrap-modal
121,5,1,0,jschr,bootstrap-modal
122,5,2,0,jschr,bootstrap-modal
123,5,3,0,jschr,bootstrap-modal
124,5,4,0,jschr,bootstrap-modal
125,5,5,0,jschr,bootstrap-modal
126,5,6,0,jschr,bootstrap-modal
127,5,7,0,jschr,bootstrap-modal
128,5,8,2,jschr,bootstrap-modal
129,5,9,0,jschr,bootstrap-modal
130,5,10,2,jschr,bootstrap-modal
131,5,11,0,jschr,bootstrap-modal
132,5,12,0,jschr,bootstrap-modal
133,5,13,0,jschr,bootstrap-modal
134,5,14,4,jschr,bootstrap-modal
135,5,15,1,jschr,bootstrap-modal
136,5,16,4,jschr,bootstrap-modal
137,5,17,4,jschr,bootstrap-modal
138,5,18,0,jschr,bootstrap-modal
139,5,19,0,jschr,bootstrap-modal
140,5,20,0,jschr,bootstrap-modal
141,5,21,0,jschr,bootstrap-modal
142,5,22,0,jschr,bootstrap-modal
143,5,23,0,jschr,bootstrap-modal
144,6,0,0,jschr,bootstrap-modal
145,6,1,1,jschr,bootstrap-modal
146,6,2,0,jschr,bootstrap-modal
147,6,3,0,jschr,bootstrap-modal
148,6,4,0,jschr,bootstrap-modal
149,6,5,1,jschr,bootstrap-modal
150,6,6,0,jschr,bootstrap-modal
151,6,7,0,jschr,bootstrap-modal
152,6,8,0,jschr,bootstrap-modal
153,6,9,0,jschr,bootstrap-modal
154,6,10,0,jschr,bootstrap-modal
155,6,11,2,jschr,bootstrap-modal
156,6,12,0,jschr,bootstrap-modal
157,6,13,0,jschr,bootstrap-modal
158,6,14,2,jschr,bootstrap-modal
159,6,15,0,jschr,bootstrap-modal
160,6,16,3,jschr,bootstrap-modal
161,6,17,2,jschr,bootstrap-modal
162,6,18,0,jschr,bootstrap-modal
163,6,19,0,jschr,bootstrap-modal
164,6,20,0,jschr,bootstrap-modal
165,6,21,0,jschr,bootstrap-modal
166,6,22,0,jschr,bootstrap-modal
167,6,23,2,jschr,bootstrap-modal
0,0,0,17,carrierwaveuploader,carrierwave
1,0,1,4,carrierwaveuploader,carrierwave
2,0,2,1,carrierwaveuploader,carrierwave
3,0,3,2,carrierwaveuploader,carrierwave
4,0,4,0,carrierwaveuploader,carrierwave
5,0,5,0,carrierwaveuploader,carrierwave
6,0,6,0,carrierwaveuploader,carrierwave
7,0,7,0,carrierwaveuploader,carrierwave
8,0,8,4,carrierwaveuploader,carrierwave
9,0,9,3,carrierwaveuploader,carrierwave
10,0,10,6,carrierwaveuploader,carrierwave
11,0,11,7,carrierwaveuploader,carrierwave
12,0,12,5,carrierwaveuploader,carrierwave
13,0,13,15,carrierwaveuploader,carrierwave
14,0,14,11,carrierwaveuploader,carrierwave
15,0,15,8,carrierwaveuploader,carrierwave
16,0,16,4,carrierwaveuploader,carrierwave
17,0,17,10,carrierwaveuploader,carrierwave
18,0,18,23,carrierwaveuploader,carrierwave
19,0,19,15,carrierwaveuploader,carrierwave
20,0,20,27,carrierwaveuploader,carrierwave
21,0,21,11,carrierwaveuploader,carrierwave
22,0,22,5,carrierwaveuploader,carrierwave
23,0,23,4,carrierwaveuploader,carrierwave
24,1,0,5,carrierwaveuploader,carrierwave
