owner,repo,weekofyear,total_stars
d3,d3-plugins,51,1
d3,d3-plugins,52,8
d3,d3-queue,2,1
d3,d3-queue,3,10
d3,d3-queue,4,4
d3,d3-queue,5,3
d3,d3-queue,6,13
d3,d3-queue,7,3
d3,d3-queue,8,9
d3,d3-queue,9,7
d3,d3-queue,10,8
d3,d3-queue,11,8
d3,d3-queue,12,9
d3,d3-queue,13,4
d3,d3-queue,14,5
d3,d3-queue,15,3
d3,d3-queue,16,8
d3,d3-queue,17,57
d3,d3-queue,18,12
d3,d3-queue,19,3
d3,d3-queue,20,3
d3,d3-queue,21,8
d3,d3-queue,22,8
d3,d3-queue,23,2
d3,d3-queue,24,7
d3,d3-queue,25,1
d3,d3-queue,26,2
d3,d3-queue,27,3
d3,d3-queue,28,4
d3,d3-queue,29,5
d3,d3-queue,30,7
d3,d3-queue,31,1
d3,d3-queue,32,1
d3,d3-queue,34,1
d3,d3-queue,35,2
d3,d3-queue,36,5
d3,d3-queue,38,2
d3,d3-queue,39,2
d3,d3-queue,40,1
d3,d3-queue,41,4
d3,d3-queue,42,2
d3,d3-queue,43,3
d3,d3-queue,44,3
d3,d3-queue,45,2
d3,d3-queue,46,7
d3,d3-queue,47,4
d3,d3-queue,48,3
d3,d3-queue,49,7
d3,d3-queue,50,1
d3,d3-queue,51,3
d3,d3-queue,52,2
databricks,spark-avro,2,1
databricks,spark-avro,4,1
databricks,spark-avro,5,2
databricks,spark-avro,6,3
databricks,spark-avro,7,2
databricks,spark-avro,8,2
databricks,spark-avro,9,3
databricks,spark-avro,10,2
databricks,spark-avro,11,2
databricks,spark-avro,12,2
databricks,spark-avro,13,2
databricks,spark-avro,14,2
databricks,spark-avro,15,3
databricks,spark-avro,16,2
databricks,spark-avro,17,2
databricks,spark-avro,18,3
databricks,spark-avro,19,1
databricks,spark-avro,20,5
databricks,spark-avro,21,5
databricks,spark-avro,22,7
databricks,spark-avro,23,4
databricks,spark-avro,24,1
databricks,spark-avro,25,4
databricks,spark-avro,26,2
databricks,spark-avro,27,2
databricks,spark-avro,28,2
databricks,spark-avro,30,2
databricks,spark-avro,31,2
databricks,spark-avro,32,3
databricks,spark-avro,33,6
databricks,spark-avro,34,5
databricks,spark-avro,35,2
databricks,spark-avro,36,1
databricks,spark-avro,38,5
databricks,spark-avro,40,4
databricks,spark-avro,41,5
databricks,spark-avro,42,3
databricks,spark-avro,43,1
databricks,spark-avro,44,5
databricks,spark-avro,45,3
databricks,spark-avro,46,3
databricks,spark-avro,47,3
databricks,spark-avro,48,2
databricks,spark-avro,49,2
databricks,spark-avro,50,2
databricks,spark-avro,51,4
databricks,spark-avro,52,6
databricks,spark-csv,2,8
databricks,spark-csv,3,6
databricks,spark-csv,4,4
databricks,spark-csv,5,6
databricks,spark-csv,6,4
databricks,spark-csv,7,6
databricks,spark-csv,8,7
databricks,spark-csv,9,2
databricks,spark-csv,10,10
databricks,spark-csv,11,5
databricks,spark-csv,12,11
databricks,spark-csv,13,5
databricks,spark-csv,14,3
databricks,spark-csv,15,4
databricks,spark-csv,16,8
databricks,spark-csv,17,4
databricks,spark-csv,18,7
databricks,spark-csv,19,6
databricks,spark-csv,20,8
databricks,spark-csv,21,5
databricks,spark-csv,22,15
databricks,spark-csv,23,9
databricks,spark-csv,24,5
databricks,spark-csv,25,6
databricks,spark-csv,26,9
databricks,spark-csv,27,3
databricks,spark-csv,28,10
databricks,spark-csv,29,10
databricks,spark-csv,30,7
databricks,spark-csv,31,9
databricks,spark-csv,32,11
databricks,spark-csv,33,9
databricks,spark-csv,34,11
databricks,spark-csv,35,8
databricks,spark-csv,36,9
databricks,spark-csv,37,11
databricks,spark-csv,38,10
databricks,spark-csv,39,8
databricks,spark-csv,40,3
databricks,spark-csv,41,9
databricks,spark-csv,42,10
databricks,spark-csv,43,22
databricks,spark-csv,44,8
databricks,spark-csv,45,4
databricks,spark-csv,46,9
databricks,spark-csv,47,14
databricks,spark-csv,48,3
databricks,spark-csv,49,8
databricks,spark-csv,50,5
databricks,spark-csv,51,11
databricks,spark-training,2,1
databricks,spark-training,3,2
databricks,spark-training,5,1
databricks,spark-training,6,4
databricks,spark-training,8,1
databricks,spark-training,9,4
databricks,spark-training,10,2
databricks,spark-training,11,2
databricks,spark-training,12,2
databricks,spark-training,13,2
databricks,spark-training,14,3
databricks,spark-training,16,1
databricks,spark-training,17,1
databricks,spark-training,18,1
databricks,spark-training,21,1
databricks,spark-training,22,2
databricks,spark-training,23,1
databricks,spark-training,26,1
databricks,spark-training,27,2
databricks,spark-training,28,3
databricks,spark-training,29,2
databricks,spark-training,30,2
databricks,spark-training,31,1
databricks,spark-training,32,2
databricks,spark-training,33,1
databricks,spark-training,34,1
databricks,spark-training,35,4
databricks,spark-training,36,3
databricks,spark-training,37,4
databricks,spark-training,38,3
databricks,spark-training,39,3
databricks,spark-training,40,2
databricks,spark-training,41,4
databricks,spark-training,42,3
databricks,spark-training,43,1
databricks,spark-training,45,1
databricks,spark-training,47,2
databricks,spark-training,48,1
databricks,spark-training,49,1
databricks,spark-training,50,2
django,channels,2,5
django,channels,3,8
django,channels,4,5
django,channels,5,6
django,channels,6,31
django,channels,7,17
django,channels,8,2
django,channels,9,5
django,channels,10,29
django,channels,11,55
django,channels,12,43
django,channels,13,6
django,channels,14,23
django,channels,15,63
django,channels,16,16
django,channels,17,12
django,channels,18,4
django,channels,19,7
django,channels,20,8
django,channels,21,23
django,channels,22,15
django,channels,23,15
django,channels,24,33
django,channels,25,128
django,channels,26,66
django,channels,27,46
django,channels,28,29
django,channels,29,23
django,channels,30,38
django,channels,31,27
django,channels,32,23
django,channels,33,24
django,channels,34,15
django,channels,35,27
django,channels,36,34
django,channels,37,26
django,channels,38,15
django,channels,39,30
django,channels,40,17
django,channels,41,18
django,channels,42,16
django,channels,43,18
django,channels,44,18
django,channels,45,31
django,channels,46,24
django,channels,47,18
django,channels,48,15
django,channels,49,21
django,channels,50,43
django,channels,51,40
django,channels,52,20
django,django,1,10
django,django,2,91
django,django,3,92
django,django,4,88
django,django,5,89
django,django,6,110
django,django,7,108
django,django,8,98
django,django,9,89
django,django,10,111
django,django,11,122
django,django,12,113
django,django,13,100
django,django,14,83
django,django,15,102
django,django,16,119
django,django,17,119
django,django,18,123
django,django,19,123
django,django,20,88
django,django,21,156
django,django,22,116
django,django,23,120
django,django,24,115
django,django,25,133
django,django,26,115
django,django,27,117
django,django,28,106
django,django,29,127
django,django,30,129
django,django,31,128
django,django,32,112
django,django,33,105
django,django,34,115
django,django,35,129
django,django,36,143
django,django,37,109
django,django,38,103
django,django,39,107
django,django,40,105
django,django,41,97
django,django,42,110
django,django,43,106
django,django,44,117
django,django,45,108
django,django,46,129
django,django,47,127
django,django,48,130
django,django,49,103
django,django,50,138
django,django,51,117
django,django,52,121
django,django-dev-dashboard,6,1
django,django-dev-dashboard,24,1
django,django-dev-dashboard,29,1
django,django-formtools,3,2
django,django-formtools,5,1
django,django-formtools,6,2
django,django-formtools,9,1
django,django-formtools,10,1
django,django-formtools,11,1
django,django-formtools,12,1
django,django-formtools,13,1
django,django-formtools,17,2
django,django-formtools,18,2
django,django-formtools,20,1
django,django-formtools,21,3
django,django-formtools,22,1
django,django-formtools,25,4
django,django-formtools,26,1
django,django-formtools,27,4
django,django-formtools,29,1
django,django-formtools,31,1
django,django-formtools,32,1
django,django-formtools,33,2
django,django-formtools,34,1
django,django-formtools,36,2
django,django-formtools,37,1
django,django-formtools,39,1
django,django-formtools,42,2
django,django-formtools,46,2
django,django-formtools,47,1
django,django-formtools,49,2
django,django-formtools,50,1
django,django-formtools,51,2
django,django-localflavor,2,2
django,django-localflavor,3,1
django,django-localflavor,4,1
django,django-localflavor,5,1
django,django-localflavor,7,1
django,django-localflavor,8,2
django,django-localflavor,9,1
django,django-localflavor,10,1
django,django-localflavor,11,3
django,django-localflavor,13,1
django,django-localflavor,14,2
django,django-localflavor,15,1
django,django-localflavor,16,2
django,django-localflavor,17,1
django,django-localflavor,18,2
django,django-localflavor,19,1
django,django-localflavor,20,2
django,django-localflavor,21,1
django,django-localflavor,23,1
django,django-localflavor,25,2
django,django-localflavor,26,1
django,django-localflavor,27,2
django,django-localflavor,28,2
django,django-localflavor,29,1
django,django-localflavor,31,3
django,django-localflavor,33,1
django,django-localflavor,34,2
django,django-localflavor,35,2
django,django-localflavor,37,2
django,django-localflavor,38,3
django,django-localflavor,39,2
django,django-localflavor,40,2
django,django-localflavor,42,4
django,django-localflavor,43,3
django,django-localflavor,45,1
django,django-localflavor,48,3
django,django-localflavor,50,3
django,django-localflavor,51,2
django,django-localflavor,52,2
django,djangoproject,2,3
django,djangoproject,3,1
django,djangoproject,4,2
django,djangoproject,5,2
django,djangoproject,6,5
django,djangoproject,7,1
django,djangoproject,8,3
django,djangoproject,9,4
django,djangoproject,10,1
django,djangoproject,11,4
django,djangoproject,12,7
django,djangoproject,13,4
django,djangoproject,14,1
django,djangoproject,15,5
django,djangoproject,16,3
django,djangoproject,17,3
django,djangoproject,18,3
django,djangoproject,19,1
django,djangoproject,20,2
django,djangoproject,21,2
django,djangoproject,22,2
django,djangoproject,23,2
django,djangoproject,24,4
django,djangoproject,25,4
django,djangoproject,26,3
django,djangoproject,28,2
django,djangoproject,29,4
django,djangoproject,31,4
django,djangoproject,33,2
django,djangoproject,34,2
django,djangoproject,35,3
django,djangoproject,36,2
django,djangoproject,37,2
django,djangoproject,38,3
django,djangoproject,39,1
django,djangoproject,40,6
django,djangoproject,41,5
django,djangoproject,42,4
django,djangoproject,43,2
django,djangoproject,44,2
django,djangoproject,45,3
django,djangoproject,46,4
django,djangoproject,47,2
django,djangoproject,48,1
django,djangoproject,49,1
django,djangoproject,50,1
django,djangoproject,51,4
django,djangoproject,52,3
django,djangosnippets,2,1
django,djangosnippets,6,2
django,djangosnippets,12,1
django,djangosnippets,14,1
django,djangosnippets,17,2
django,djangosnippets,22,1
django,djangosnippets,28,1
django,djangosnippets,29,1
django,djangosnippets,32,2
django,djangosnippets,33,1
django,djangosnippets,41,1
django,djangosnippets,46,1
django,djangosnippets,47,1
django,djangosnippets,48,1
django,djangosnippets,49,2
django,djangosnippets,50,1
django,djangosnippets,51,3
django,djangosnippets,52,1
docker,compose,1,4
docker,compose,2,32
docker,compose,3,45
docker,compose,4,36
docker,compose,5,44
docker,compose,6,45
docker,compose,7,41
docker,compose,8,51
docker,compose,9,44
docker,compose,10,34
docker,compose,11,36
docker,compose,12,31
docker,compose,13,31
docker,compose,14,25
docker,compose,15,37
docker,compose,16,40
docker,compose,17,44
docker,compose,18,34
docker,compose,19,47
docker,compose,20,40
docker,compose,21,53
docker,compose,22,40
docker,compose,23,41
docker,compose,24,44
docker,compose,25,45
docker,compose,26,51
docker,compose,27,32
docker,compose,28,48
docker,compose,29,50
docker,compose,30,38
docker,compose,31,40
docker,compose,32,25
docker,compose,33,27
docker,compose,34,36
docker,compose,35,37
docker,compose,36,35
docker,compose,37,32
docker,compose,38,18
docker,compose,39,54
docker,compose,40,36
docker,compose,41,38
docker,compose,42,40
docker,compose,43,52
docker,compose,44,55
docker,compose,45,41
docker,compose,46,49
docker,compose,47,38
docker,compose,48,34
docker,compose,49,37
docker,compose,50,46
docker,compose,51,43
docker,compose,52,35
docker,containerd,7,1
docker,containerd,10,4
docker,containerd,12,220
docker,containerd,13,37
docker,containerd,14,10
docker,containerd,15,14
docker,containerd,16,5
docker,containerd,17,14
docker,containerd,18,6
docker,containerd,19,5
docker,containerd,20,9
docker,containerd,21,12
docker,containerd,22,6
docker,containerd,23,8
docker,containerd,24,4
docker,containerd,25,5
docker,containerd,26,8
docker,containerd,27,3
docker,containerd,28,2
docker,containerd,29,29
docker,containerd,30,17
docker,containerd,31,12
docker,containerd,32,8
docker,containerd,33,3
docker,containerd,34,5
docker,containerd,35,6
docker,containerd,36,2
docker,containerd,37,4
docker,containerd,38,7
docker,containerd,39,13
docker,containerd,40,3
docker,containerd,41,3
docker,containerd,42,3
docker,containerd,43,8
docker,containerd,44,4
docker,containerd,45,3
docker,containerd,46,6
docker,containerd,47,5
docker,containerd,48,7
docker,containerd,49,4
docker,containerd,50,4
docker,containerd,51,2
docker,containerd,52,2
docker,docker,1,16
docker,docker,2,153
docker,docker,3,175
docker,docker,4,173
docker,docker,5,189
docker,docker,6,189
docker,docker,7,242
docker,docker,8,241
docker,docker,9,181
docker,docker,10,190
docker,docker,11,170
docker,docker,12,172
docker,docker,13,153
docker,docker,14,168
docker,docker,15,197
docker,docker,16,216
docker,docker,17,201
docker,docker,18,229
docker,docker,19,248
docker,docker,20,176
docker,docker,21,188
docker,docker,22,194
docker,docker,23,191
docker,docker,24,241
docker,docker,25,221
docker,docker,26,270
docker,docker,27,225
docker,docker,28,214
docker,docker,29,225
docker,docker,30,230
docker,docker,31,179
docker,docker,32,166
docker,docker,33,197
docker,docker,34,206
docker,docker,35,197
docker,docker,36,221
docker,docker,37,181
docker,docker,38,207
docker,docker,39,288
docker,docker,40,230
docker,docker,41,214
docker,docker,42,237
docker,docker,43,263
docker,docker,44,269
docker,docker,45,245
docker,docker,46,208
docker,docker,47,228
docker,docker,48,231
docker,docker,49,243
docker,docker,50,236
docker,docker,51,251
docker,docker,52,226
docker,docker-bench-security,1,3
docker,docker-bench-security,2,13
docker,docker-bench-security,3,15
docker,docker-bench-security,4,10
docker,docker-bench-security,5,13
docker,docker-bench-security,6,10
docker,docker-bench-security,7,9
docker,docker-bench-security,8,15
docker,docker-bench-security,9,11
docker,docker-bench-security,10,10
docker,docker-bench-security,11,8
docker,docker-bench-security,12,4
docker,docker-bench-security,13,13
docker,docker-bench-security,14,5
docker,docker-bench-security,15,8
docker,docker-bench-security,16,11
docker,docker-bench-security,17,6
docker,docker-bench-security,18,10
docker,docker-bench-security,19,15
docker,docker-bench-security,20,16
docker,docker-bench-security,21,8
docker,docker-bench-security,22,10
docker,docker-bench-security,23,13
docker,docker-bench-security,24,60
docker,docker-bench-security,25,20
docker,docker-bench-security,26,13
docker,docker-bench-security,27,14
docker,docker-bench-security,28,10
docker,docker-bench-security,29,20
docker,docker-bench-security,30,21
docker,docker-bench-security,31,34
docker,docker-bench-security,32,16
docker,docker-bench-security,33,15
docker,docker-bench-security,34,30
docker,docker-bench-security,35,27
docker,docker-bench-security,36,21
docker,docker-bench-security,37,12
docker,docker-bench-security,38,13
docker,docker-bench-security,39,22
docker,docker-bench-security,40,20
docker,docker-bench-security,41,13
docker,docker-bench-security,42,18
docker,docker-bench-security,43,11
docker,docker-bench-security,44,12
docker,docker-bench-security,45,8
docker,docker-bench-security,46,8
docker,docker-bench-security,47,10
docker,docker-bench-security,48,13
docker,docker-bench-security,49,10
docker,docker-bench-security,50,16
docker,docker-bench-security,51,10
docker,docker-bench-security,52,13
docker,dockercloud-haproxy,20,4
docker,dockercloud-haproxy,21,3
docker,dockercloud-haproxy,22,3
docker,dockercloud-haproxy,23,5
docker,dockercloud-haproxy,24,1
docker,dockercloud-haproxy,25,6
docker,dockercloud-haproxy,26,6
docker,dockercloud-haproxy,27,6
docker,dockercloud-haproxy,28,11
docker,dockercloud-haproxy,29,16
docker,dockercloud-haproxy,30,12
docker,dockercloud-haproxy,31,5
docker,dockercloud-haproxy,32,10
docker,dockercloud-haproxy,33,4
docker,dockercloud-haproxy,34,10
docker,dockercloud-haproxy,35,6
docker,dockercloud-haproxy,36,10
docker,dockercloud-haproxy,37,8
docker,dockercloud-haproxy,38,9
docker,dockercloud-haproxy,39,12
docker,dockercloud-haproxy,40,10
docker,dockercloud-haproxy,41,2
docker,dockercloud-haproxy,42,8
docker,dockercloud-haproxy,43,8
docker,dockercloud-haproxy,44,7
docker,dockercloud-haproxy,45,8
docker,dockercloud-haproxy,46,2
docker,dockercloud-haproxy,47,6
docker,dockercloud-haproxy,48,6
docker,dockercloud-haproxy,49,7
docker,dockercloud-haproxy,50,4
docker,dockercloud-haproxy,51,10
docker,dockercloud-haproxy,52,10
docker,kitematic,1,1
docker,kitematic,2,29
docker,kitematic,3,34
docker,kitematic,4,47
docker,kitematic,5,35
docker,kitematic,6,31
docker,kitematic,7,32
docker,kitematic,8,36
docker,kitematic,9,20
docker,kitematic,10,14
docker,kitematic,11,41
docker,kitematic,12,29
docker,kitematic,13,20
docker,kitematic,14,29
docker,kitematic,15,39
docker,kitematic,16,39
docker,kitematic,17,36
docker,kitematic,18,39
docker,kitematic,19,28
docker,kitematic,20,25
docker,kitematic,21,40
docker,kitematic,22,39
docker,kitematic,23,35
docker,kitematic,24,28
docker,kitematic,25,36
docker,kitematic,26,34
docker,kitematic,27,27
docker,kitematic,28,19
docker,kitematic,29,31
docker,kitematic,30,29
docker,kitematic,31,31
docker,kitematic,32,31
docker,kitematic,33,53
docker,kitematic,34,32
docker,kitematic,35,51
docker,kitematic,36,36
docker,kitematic,37,26
docker,kitematic,38,25
docker,kitematic,39,30
docker,kitematic,40,36
docker,kitematic,41,26
docker,kitematic,42,15
docker,kitematic,43,29
docker,kitematic,44,30
docker,kitematic,45,32
docker,kitematic,46,32
docker,kitematic,47,29
docker,kitematic,48,20
docker,kitematic,49,27
docker,kitematic,50,31
docker,kitematic,51,27
docker,kitematic,52,23
docker,libcompose,2,3
docker,libcompose,3,3
docker,libcompose,4,3
docker,libcompose,5,3
docker,libcompose,6,2
docker,libcompose,7,2
docker,libcompose,8,2
docker,libcompose,9,3
docker,libcompose,10,1
docker,libcompose,12,2
docker,libcompose,14,2
docker,libcompose,15,1
docker,libcompose,16,3
docker,libcompose,17,1
docker,libcompose,18,3
docker,libcompose,19,6
docker,libcompose,20,1
docker,libcompose,21,2
docker,libcompose,22,2
docker,libcompose,23,6
docker,libcompose,24,2
docker,libcompose,25,4
docker,libcompose,26,1
docker,libcompose,27,4
docker,libcompose,28,2
docker,libcompose,29,4
docker,libcompose,30,6
docker,libcompose,31,1
docker,libcompose,32,2
docker,libcompose,33,2
docker,libcompose,34,1
docker,libcompose,36,2
docker,libcompose,37,5
docker,libcompose,38,4
docker,libcompose,39,1
docker,libcompose,40,3
docker,libcompose,41,5
docker,libcompose,42,5
docker,libcompose,43,4
docker,libcompose,44,3
docker,libcompose,45,4
docker,libcompose,46,2
docker,libcompose,47,1
docker,libcompose,48,1
docker,libcompose,49,6
docker,libcompose,50,3
docker,libcompose,51,1
docker,libcompose,52,2
docker,libcontainer,2,2
docker,libcontainer,3,1
docker,libcontainer,4,2
docker,libcontainer,5,2
docker,libcontainer,6,3
docker,libcontainer,7,1
docker,libcontainer,8,3
docker,libcontainer,9,1
docker,libcontainer,10,3
docker,libcontainer,11,3
docker,libcontainer,12,1
docker,libcontainer,13,1
docker,libcontainer,15,3
docker,libcontainer,16,1
docker,libcontainer,18,3
docker,libcontainer,19,1
docker,libcontainer,20,2
docker,libcontainer,22,1
docker,libcontainer,23,2
docker,libcontainer,24,1
docker,libcontainer,26,2
docker,libcontainer,27,4
docker,libcontainer,29,10
docker,libcontainer,31,4
docker,libcontainer,32,5
docker,libcontainer,33,1
docker,libcontainer,35,1
docker,libcontainer,36,1
docker,libcontainer,37,3
docker,libcontainer,38,2
docker,libcontainer,39,3
docker,libcontainer,40,1
docker,libcontainer,41,2
docker,libcontainer,42,1
docker,libcontainer,43,6
docker,libcontainer,44,1
docker,libcontainer,45,2
docker,libcontainer,46,4
docker,libcontainer,47,1
docker,libcontainer,48,4
docker,libcontainer,49,1
docker,libcontainer,50,1
docker,libcontainer,52,1
docker,machine,1,1
docker,machine,2,25
docker,machine,3,23
docker,machine,4,29
docker,machine,5,23
docker,machine,6,39
docker,machine,7,23
docker,machine,8,40
docker,machine,9,23
docker,machine,10,23
docker,machine,11,24
docker,machine,12,24
docker,machine,13,21
docker,machine,14,17
docker,machine,15,27
docker,machine,16,27
docker,machine,17,25
docker,machine,18,26
docker,machine,19,23
docker,machine,20,19
docker,machine,21,22
docker,machine,22,24
docker,machine,23,31
docker,machine,24,21
docker,machine,25,20
docker,machine,26,23
docker,machine,27,16
docker,machine,28,23
docker,machine,29,20
docker,machine,30,19
docker,machine,31,21
docker,machine,32,14
docker,machine,33,13
docker,machine,34,21
docker,machine,35,18
docker,machine,36,19
docker,machine,37,26
docker,machine,38,21
docker,machine,39,19
docker,machine,40,7
docker,machine,41,18
docker,machine,42,16
docker,machine,43,14
docker,machine,44,15
docker,machine,45,12
docker,machine,46,19
docker,machine,47,20
docker,machine,48,22
docker,machine,49,17
docker,machine,50,12
docker,machine,51,19
docker,machine,52,16
docker,notary,2,8
docker,notary,3,2
docker,notary,4,6
docker,notary,5,4
docker,notary,6,5
docker,notary,7,2
docker,notary,8,7
docker,notary,9,2
docker,notary,10,2
docker,notary,11,4
docker,notary,12,5
docker,notary,13,7
docker,notary,14,1
docker,notary,15,6
docker,notary,16,4
docker,notary,17,3
docker,notary,18,1
docker,notary,19,3
docker,notary,20,4
docker,notary,21,3
docker,notary,22,38
docker,notary,23,34
docker,notary,24,10
docker,notary,25,9
docker,notary,26,12
docker,notary,27,10
docker,notary,28,5
docker,notary,29,9
docker,notary,30,3
docker,notary,31,4
docker,notary,32,3
docker,notary,33,5
docker,notary,34,6
docker,notary,35,6
docker,notary,36,6
docker,notary,37,8
docker,notary,38,6
docker,notary,39,2
docker,notary,40,5
docker,notary,41,4
docker,notary,42,5
docker,notary,43,3
docker,notary,44,3
docker,notary,45,6
docker,notary,46,7
docker,notary,47,7
docker,notary,48,10
docker,notary,49,4
docker,notary,50,2
docker,notary,51,1
docker,notary,52,4
docker,toolbox,1,1
docker,toolbox,2,17
docker,toolbox,3,13
docker,toolbox,4,12
docker,toolbox,5,8
docker,toolbox,6,19
docker,toolbox,7,19
docker,toolbox,8,26
docker,toolbox,9,13
docker,toolbox,10,17
docker,toolbox,11,14
docker,toolbox,12,10
docker,toolbox,13,7
docker,toolbox,14,3
docker,toolbox,15,11
docker,toolbox,16,15
docker,toolbox,17,13
docker,toolbox,18,16
docker,toolbox,19,10
docker,toolbox,20,9
docker,toolbox,21,9
docker,toolbox,22,8
docker,toolbox,23,15
docker,toolbox,24,8
docker,toolbox,25,9
docker,toolbox,26,10
docker,toolbox,27,4
docker,toolbox,28,4
docker,toolbox,29,16
docker,toolbox,30,8
docker,toolbox,31,11
docker,toolbox,32,8
docker,toolbox,33,11
docker,toolbox,34,8
docker,toolbox,35,12
docker,toolbox,36,14
docker,toolbox,37,12
docker,toolbox,38,13
docker,toolbox,39,21
docker,toolbox,40,6
docker,toolbox,41,10
docker,toolbox,42,9
docker,toolbox,43,12
docker,toolbox,44,11
docker,toolbox,45,8
docker,toolbox,46,7
docker,toolbox,47,4
docker,toolbox,48,8
docker,toolbox,49,5
docker,toolbox,50,6
docker,toolbox,51,5
docker,toolbox,52,5
emberjs,ember,1,1
emberjs,ember,2,46
emberjs,ember,3,49
emberjs,ember,4,51
emberjs,ember,5,51
emberjs,ember,6,62
emberjs,ember,7,52
emberjs,ember,8,50
emberjs,ember,9,49
emberjs,ember,10,56
emberjs,ember,11,50
emberjs,ember,12,63
emberjs,ember,13,51
emberjs,ember,14,34
emberjs,ember,15,46
emberjs,ember,16,69
emberjs,ember,17,59
emberjs,ember,18,55
emberjs,ember,19,48
emberjs,ember,20,36
emberjs,ember,21,53
emberjs,ember,22,76
emberjs,ember,23,64
emberjs,ember,24,61
emberjs,ember,25,51
emberjs,ember,26,51
emberjs,ember,27,53
emberjs,ember,28,52
emberjs,ember,29,44
emberjs,ember,30,44
emberjs,ember,31,33
emberjs,ember,32,44
emberjs,ember,33,47
emberjs,ember,34,48
emberjs,ember,35,40
emberjs,ember,36,39
emberjs,ember,37,30
emberjs,ember,38,48
emberjs,ember,39,46
emberjs,ember,40,47
emberjs,ember,41,45
emberjs,ember,42,35
emberjs,ember,43,36
emberjs,ember,44,58
emberjs,ember,45,45
emberjs,ember,46,54
emberjs,ember,47,46
emberjs,ember,48,48
emberjs,ember,49,40
emberjs,ember,50,53
emberjs,ember,51,40
emberjs,ember,52,41
emberjs,ember-collection,1,1
emberjs,ember-collection,2,7
emberjs,ember-collection,3,1
emberjs,ember-collection,4,4
emberjs,ember-collection,5,2
emberjs,ember-collection,6,4
emberjs,ember-collection,7,4
emberjs,ember-collection,8,4
emberjs,ember-collection,9,4
emberjs,ember-collection,10,2
emberjs,ember-collection,11,2
emberjs,ember-collection,12,3
emberjs,ember-collection,13,6
emberjs,ember-collection,15,3
emberjs,ember-collection,16,2
emberjs,ember-collection,17,5
emberjs,ember-collection,18,2
emberjs,ember-collection,19,4
emberjs,ember-collection,20,5
emberjs,ember-collection,21,2
emberjs,ember-collection,22,5
emberjs,ember-collection,24,2
emberjs,ember-collection,25,1
emberjs,ember-collection,27,1
emberjs,ember-collection,28,2
emberjs,ember-collection,29,4
emberjs,ember-collection,30,3
emberjs,ember-collection,31,5
emberjs,ember-collection,32,3
emberjs,ember-collection,33,1
emberjs,ember-collection,35,2
emberjs,ember-collection,36,1
emberjs,ember-collection,38,1
emberjs,ember-collection,40,1
emberjs,ember-collection,41,1
emberjs,ember-collection,42,1
emberjs,ember-collection,44,1
emberjs,ember-collection,45,1
emberjs,ember-collection,47,1
emberjs,ember-collection,50,2
emberjs,ember-collection,52,1
emberjs,ember-rails,1,1
emberjs,ember-rails,2,4
emberjs,ember-rails,3,7
emberjs,ember-rails,4,1
emberjs,ember-rails,5,1
emberjs,ember-rails,6,2
emberjs,ember-rails,7,3
emberjs,ember-rails,8,2
emberjs,ember-rails,9,1
emberjs,ember-rails,10,4
emberjs,ember-rails,11,2
emberjs,ember-rails,12,5
emberjs,ember-rails,13,4
emberjs,ember-rails,15,4
emberjs,ember-rails,16,2
emberjs,ember-rails,17,1
emberjs,ember-rails,18,2
emberjs,ember-rails,19,3
emberjs,ember-rails,20,1
emberjs,ember-rails,22,1
emberjs,ember-rails,23,1
emberjs,ember-rails,24,2
emberjs,ember-rails,25,4
emberjs,ember-rails,26,4
emberjs,ember-rails,27,3
emberjs,ember-rails,28,2
emberjs,ember-rails,29,4
emberjs,ember-rails,30,2
emberjs,ember-rails,31,2
emberjs,ember-rails,32,1
emberjs,ember-rails,33,3
emberjs,ember-rails,36,2
emberjs,ember-rails,38,2
emberjs,ember-rails,40,1
emberjs,ember-rails,41,1
emberjs,ember-rails,42,1
emberjs,ember-rails,43,5
emberjs,ember-rails,44,2
emberjs,ember-rails,45,2
emberjs,ember-rails,46,1
emberjs,ember-rails,47,2
emberjs,ember-rails,50,1
emberjs,ember-rails,51,1
emberjs,starter-kit,2,3
emberjs,starter-kit,3,1
emberjs,starter-kit,5,1
emberjs,starter-kit,6,1
emberjs,starter-kit,7,1
emberjs,starter-kit,8,1
emberjs,starter-kit,11,1
emberjs,starter-kit,18,1
emberjs,starter-kit,26,1
emberjs,starter-kit,27,1
emberjs,starter-kit,29,1
emberjs,starter-kit,32,1
emberjs,starter-kit,39,1
emberjs,starter-kit,41,1
emberjs,starter-kit,49,1
facebook,AsyncDisplayKit,1,2
facebook,AsyncDisplayKit,2,42
facebook,AsyncDisplayKit,3,49
facebook,AsyncDisplayKit,4,41
facebook,AsyncDisplayKit,5,41
facebook,AsyncDisplayKit,6,50
facebook,AsyncDisplayKit,7,129
facebook,AsyncDisplayKit,8,129
facebook,AsyncDisplayKit,9,125
facebook,AsyncDisplayKit,10,204
facebook,AsyncDisplayKit,11,80
facebook,AsyncDisplayKit,12,85
facebook,AsyncDisplayKit,13,78
facebook,AsyncDisplayKit,14,64
facebook,AsyncDisplayKit,15,80
facebook,AsyncDisplayKit,16,69
facebook,AsyncDisplayKit,17,68
facebook,AsyncDisplayKit,18,87
facebook,AsyncDisplayKit,19,40
facebook,AsyncDisplayKit,20,22
facebook,AsyncDisplayKit,21,58
facebook,AsyncDisplayKit,22,59
