owner,repo,weekofyear,total_stars
googleplus,gplus-quickstart-php,35,1
googleplus,gplus-quickstart-php,41,1
googleplus,gplus-quickstart-php,42,1
googleplus,gplus-quickstart-php,43,1
googlesamples,android-audio-high-performance,2,2
googlesamples,android-audio-high-performance,4,2
googlesamples,android-audio-high-performance,5,1
googlesamples,android-audio-high-performance,6,1
googlesamples,android-audio-high-performance,7,2
googlesamples,android-audio-high-performance,9,5
googlesamples,android-audio-high-performance,10,3
googlesamples,android-audio-high-performance,11,6
googlesamples,android-audio-high-performance,12,28
googlesamples,android-audio-high-performance,13,9
googlesamples,android-audio-high-performance,14,3
googlesamples,android-audio-high-performance,15,7
googlesamples,android-audio-high-performance,16,5
googlesamples,android-audio-high-performance,17,3
googlesamples,android-audio-high-performance,18,2
googlesamples,android-audio-high-performance,19,4
googlesamples,android-audio-high-performance,20,2
googlesamples,android-audio-high-performance,21,16
googlesamples,android-audio-high-performance,22,4
googlesamples,android-audio-high-performance,23,2
googlesamples,android-audio-high-performance,24,1
googlesamples,android-audio-high-performance,25,3
googlesamples,android-audio-high-performance,26,3
googlesamples,android-audio-high-performance,28,2
googlesamples,android-audio-high-performance,29,5
googlesamples,android-audio-high-performance,30,2
googlesamples,android-audio-high-performance,33,1
googlesamples,android-audio-high-performance,34,3
googlesamples,android-audio-high-performance,35,1
googlesamples,android-audio-high-performance,36,1
googlesamples,android-audio-high-performance,37,4
googlesamples,android-audio-high-performance,38,1
googlesamples,android-audio-high-performance,39,1
googlesamples,android-audio-high-performance,40,1
googlesamples,android-audio-high-performance,41,2
googlesamples,android-audio-high-performance,42,1
googlesamples,android-audio-high-performance,46,2
googlesamples,android-audio-high-performance,47,1
googlesamples,android-audio-high-performance,48,2
googlesamples,android-audio-high-performance,49,2
googlesamples,android-audio-high-performance,52,2
googlesamples,android-ndk,1,3
googlesamples,android-ndk,2,23
googlesamples,android-ndk,3,22
googlesamples,android-ndk,4,18
googlesamples,android-ndk,5,28
googlesamples,android-ndk,6,28
googlesamples,android-ndk,7,24
googlesamples,android-ndk,8,36
googlesamples,android-ndk,9,22
googlesamples,android-ndk,10,40
googlesamples,android-ndk,11,31
googlesamples,android-ndk,12,35
googlesamples,android-ndk,13,42
googlesamples,android-ndk,14,22
googlesamples,android-ndk,15,26
googlesamples,android-ndk,16,35
googlesamples,android-ndk,17,36
googlesamples,android-ndk,18,22
googlesamples,android-ndk,19,21
googlesamples,android-ndk,20,9
googlesamples,android-ndk,21,24
googlesamples,android-ndk,22,20
googlesamples,android-ndk,23,38
googlesamples,android-ndk,24,52
googlesamples,android-ndk,25,32
googlesamples,android-ndk,26,32
googlesamples,android-ndk,27,107
googlesamples,android-ndk,28,47
googlesamples,android-ndk,29,57
googlesamples,android-ndk,30,39
googlesamples,android-ndk,31,49
googlesamples,android-ndk,32,33
googlesamples,android-ndk,33,43
googlesamples,android-ndk,34,44
googlesamples,android-ndk,35,36
googlesamples,android-ndk,36,33
googlesamples,android-ndk,37,32
googlesamples,android-ndk,38,33
googlesamples,android-ndk,39,41
googlesamples,android-ndk,40,44
googlesamples,android-ndk,41,22
googlesamples,android-ndk,42,46
googlesamples,android-ndk,43,32
googlesamples,android-ndk,44,47
googlesamples,android-ndk,45,40
googlesamples,android-ndk,46,21
googlesamples,android-ndk,47,37
googlesamples,android-ndk,48,46
googlesamples,android-ndk,49,22
googlesamples,android-ndk,50,40
googlesamples,android-ndk,51,29
googlesamples,android-ndk,52,35
googlesamples,android-vision,1,1
googlesamples,android-vision,2,9
googlesamples,android-vision,3,10
googlesamples,android-vision,4,11
googlesamples,android-vision,5,12
googlesamples,android-vision,6,5
googlesamples,android-vision,7,14
googlesamples,android-vision,8,3
googlesamples,android-vision,9,10
googlesamples,android-vision,10,13
googlesamples,android-vision,11,8
googlesamples,android-vision,12,7
googlesamples,android-vision,13,5
googlesamples,android-vision,14,6
googlesamples,android-vision,15,10
googlesamples,android-vision,16,10
googlesamples,android-vision,17,9
googlesamples,android-vision,18,9
googlesamples,android-vision,19,4
googlesamples,android-vision,20,12
googlesamples,android-vision,21,9
googlesamples,android-vision,22,7
googlesamples,android-vision,23,11
googlesamples,android-vision,24,13
googlesamples,android-vision,25,7
googlesamples,android-vision,26,19
googlesamples,android-vision,27,9
googlesamples,android-vision,28,34
googlesamples,android-vision,29,34
googlesamples,android-vision,30,10
googlesamples,android-vision,31,11
googlesamples,android-vision,32,5
googlesamples,android-vision,33,12
googlesamples,android-vision,34,12
googlesamples,android-vision,35,10
googlesamples,android-vision,36,14
googlesamples,android-vision,37,4
googlesamples,android-vision,38,7
googlesamples,android-vision,39,14
googlesamples,android-vision,40,24
googlesamples,android-vision,41,14
googlesamples,android-vision,42,14
googlesamples,android-vision,43,12
googlesamples,android-vision,44,13
googlesamples,android-vision,45,15
googlesamples,android-vision,46,13
googlesamples,android-vision,47,6
googlesamples,android-vision,48,10
googlesamples,android-vision,49,19
googlesamples,android-vision,50,14
googlesamples,android-vision,51,21
googlesamples,android-vision,52,14
googlesamples,androidtv-Leanback,2,2
googlesamples,androidtv-Leanback,3,3
googlesamples,androidtv-Leanback,4,3
googlesamples,androidtv-Leanback,6,3
googlesamples,androidtv-Leanback,7,1
googlesamples,androidtv-Leanback,8,4
googlesamples,androidtv-Leanback,9,2
googlesamples,androidtv-Leanback,10,3
googlesamples,androidtv-Leanback,11,3
googlesamples,androidtv-Leanback,12,5
googlesamples,androidtv-Leanback,13,4
googlesamples,androidtv-Leanback,14,3
googlesamples,androidtv-Leanback,15,2
googlesamples,androidtv-Leanback,16,2
googlesamples,androidtv-Leanback,17,4
googlesamples,androidtv-Leanback,18,4
googlesamples,androidtv-Leanback,19,3
googlesamples,androidtv-Leanback,20,2
googlesamples,androidtv-Leanback,21,6
googlesamples,androidtv-Leanback,22,6
googlesamples,androidtv-Leanback,23,3
googlesamples,androidtv-Leanback,24,8
googlesamples,androidtv-Leanback,25,16
googlesamples,androidtv-Leanback,26,4
googlesamples,androidtv-Leanback,27,1
googlesamples,androidtv-Leanback,28,5
googlesamples,androidtv-Leanback,29,5
googlesamples,androidtv-Leanback,30,4
googlesamples,androidtv-Leanback,31,9
googlesamples,androidtv-Leanback,32,3
googlesamples,androidtv-Leanback,33,5
googlesamples,androidtv-Leanback,34,6
googlesamples,androidtv-Leanback,35,10
googlesamples,androidtv-Leanback,36,4
googlesamples,androidtv-Leanback,37,4
googlesamples,androidtv-Leanback,38,6
googlesamples,androidtv-Leanback,39,1
googlesamples,androidtv-Leanback,40,2
googlesamples,androidtv-Leanback,41,6
googlesamples,androidtv-Leanback,42,8
googlesamples,androidtv-Leanback,43,6
googlesamples,androidtv-Leanback,44,3
googlesamples,androidtv-Leanback,45,6
googlesamples,androidtv-Leanback,46,6
googlesamples,androidtv-Leanback,47,5
googlesamples,androidtv-Leanback,48,3
googlesamples,androidtv-Leanback,49,1
googlesamples,androidtv-Leanback,50,7
googlesamples,androidtv-Leanback,51,4
googlesamples,androidtv-Leanback,52,7
googlesamples,androidtv-sample-inputs,4,1
googlesamples,androidtv-sample-inputs,5,1
googlesamples,androidtv-sample-inputs,6,1
googlesamples,androidtv-sample-inputs,7,2
googlesamples,androidtv-sample-inputs,10,1
googlesamples,androidtv-sample-inputs,13,1
googlesamples,androidtv-sample-inputs,14,1
googlesamples,androidtv-sample-inputs,15,2
googlesamples,androidtv-sample-inputs,18,1
googlesamples,androidtv-sample-inputs,19,1
googlesamples,androidtv-sample-inputs,20,3
googlesamples,androidtv-sample-inputs,21,3
googlesamples,androidtv-sample-inputs,22,3
googlesamples,androidtv-sample-inputs,23,4
googlesamples,androidtv-sample-inputs,24,2
googlesamples,androidtv-sample-inputs,25,1
googlesamples,androidtv-sample-inputs,26,2
googlesamples,androidtv-sample-inputs,27,1
googlesamples,androidtv-sample-inputs,28,2
googlesamples,androidtv-sample-inputs,29,1
googlesamples,androidtv-sample-inputs,30,2
googlesamples,androidtv-sample-inputs,31,6
googlesamples,androidtv-sample-inputs,32,2
googlesamples,androidtv-sample-inputs,33,1
googlesamples,androidtv-sample-inputs,34,4
googlesamples,androidtv-sample-inputs,35,1
googlesamples,androidtv-sample-inputs,36,1
googlesamples,androidtv-sample-inputs,37,3
googlesamples,androidtv-sample-inputs,38,1
googlesamples,androidtv-sample-inputs,39,2
googlesamples,androidtv-sample-inputs,40,2
googlesamples,androidtv-sample-inputs,42,2
googlesamples,androidtv-sample-inputs,43,1
googlesamples,androidtv-sample-inputs,44,2
googlesamples,androidtv-sample-inputs,45,3
googlesamples,androidtv-sample-inputs,49,1
googlesamples,androidtv-sample-inputs,52,2
googlesamples,google-services,1,1
googlesamples,google-services,2,16
googlesamples,google-services,3,26
googlesamples,google-services,4,17
googlesamples,google-services,5,15
googlesamples,google-services,6,22
googlesamples,google-services,7,20
googlesamples,google-services,8,30
googlesamples,google-services,9,26
googlesamples,google-services,10,26
googlesamples,google-services,11,21
googlesamples,google-services,12,43
googlesamples,google-services,13,31
googlesamples,google-services,14,25
googlesamples,google-services,15,24
googlesamples,google-services,16,25
googlesamples,google-services,17,27
googlesamples,google-services,18,29
googlesamples,google-services,19,23
googlesamples,google-services,20,23
googlesamples,google-services,21,34
googlesamples,google-services,22,32
googlesamples,google-services,23,32
googlesamples,google-services,24,26
googlesamples,google-services,25,23
googlesamples,google-services,26,31
googlesamples,google-services,27,22
googlesamples,google-services,28,24
googlesamples,google-services,29,27
googlesamples,google-services,30,32
googlesamples,google-services,31,34
googlesamples,google-services,32,30
googlesamples,google-services,33,37
googlesamples,google-services,34,26
googlesamples,google-services,35,24
googlesamples,google-services,36,23
googlesamples,google-services,37,22
googlesamples,google-services,38,12
googlesamples,google-services,39,20
googlesamples,google-services,40,20
googlesamples,google-services,41,19
googlesamples,google-services,42,15
googlesamples,google-services,43,21
googlesamples,google-services,44,15
googlesamples,google-services,45,17
googlesamples,google-services,46,14
googlesamples,google-services,47,12
googlesamples,google-services,48,15
googlesamples,google-services,49,17
googlesamples,google-services,50,19
googlesamples,google-services,51,16
googlesamples,google-services,52,12
googlesamples,io2015-codelabs,2,5
googlesamples,io2015-codelabs,3,3
googlesamples,io2015-codelabs,4,4
googlesamples,io2015-codelabs,5,2
googlesamples,io2015-codelabs,6,5
googlesamples,io2015-codelabs,7,1
googlesamples,io2015-codelabs,8,3
googlesamples,io2015-codelabs,9,5
googlesamples,io2015-codelabs,10,1
googlesamples,io2015-codelabs,13,1
googlesamples,io2015-codelabs,15,3
googlesamples,io2015-codelabs,17,3
googlesamples,io2015-codelabs,18,3
googlesamples,io2015-codelabs,19,1
googlesamples,io2015-codelabs,21,1
googlesamples,io2015-codelabs,22,1
googlesamples,io2015-codelabs,24,5
googlesamples,io2015-codelabs,25,3
googlesamples,io2015-codelabs,26,3
googlesamples,io2015-codelabs,27,5
googlesamples,io2015-codelabs,28,1
googlesamples,io2015-codelabs,29,3
googlesamples,io2015-codelabs,31,2
googlesamples,io2015-codelabs,32,1
googlesamples,io2015-codelabs,34,1
googlesamples,io2015-codelabs,35,2
googlesamples,io2015-codelabs,36,1
googlesamples,io2015-codelabs,37,1
googlesamples,io2015-codelabs,38,1
googlesamples,io2015-codelabs,39,3
googlesamples,io2015-codelabs,40,3
googlesamples,io2015-codelabs,41,3
googlesamples,io2015-codelabs,42,2
googlesamples,io2015-codelabs,43,1
googlesamples,io2015-codelabs,44,1
googlesamples,io2015-codelabs,45,1
googlesamples,io2015-codelabs,46,2
googlesamples,io2015-codelabs,47,2
googlesamples,io2015-codelabs,48,2
googlesamples,io2015-codelabs,49,1
googlesamples,io2015-codelabs,50,2
googlesamples,tango-examples-c,2,1
googlesamples,tango-examples-c,3,1
googlesamples,tango-examples-c,4,1
googlesamples,tango-examples-c,5,1
googlesamples,tango-examples-c,6,1
googlesamples,tango-examples-c,7,1
googlesamples,tango-examples-c,8,4
googlesamples,tango-examples-c,10,3
googlesamples,tango-examples-c,11,2
googlesamples,tango-examples-c,12,2
googlesamples,tango-examples-c,13,1
googlesamples,tango-examples-c,14,1
googlesamples,tango-examples-c,15,4
googlesamples,tango-examples-c,16,3
googlesamples,tango-examples-c,17,7
googlesamples,tango-examples-c,18,2
googlesamples,tango-examples-c,19,3
googlesamples,tango-examples-c,20,1
googlesamples,tango-examples-c,21,3
googlesamples,tango-examples-c,22,1
googlesamples,tango-examples-c,23,3
googlesamples,tango-examples-c,24,2
googlesamples,tango-examples-c,25,3
googlesamples,tango-examples-c,26,3
googlesamples,tango-examples-c,27,2
googlesamples,tango-examples-c,28,1
googlesamples,tango-examples-c,29,2
googlesamples,tango-examples-c,30,1
googlesamples,tango-examples-c,31,2
googlesamples,tango-examples-c,32,1
googlesamples,tango-examples-c,34,6
googlesamples,tango-examples-c,35,2
googlesamples,tango-examples-c,36,2
googlesamples,tango-examples-c,37,8
googlesamples,tango-examples-c,38,5
googlesamples,tango-examples-c,39,1
googlesamples,tango-examples-c,40,1
googlesamples,tango-examples-c,41,5
googlesamples,tango-examples-c,42,1
googlesamples,tango-examples-c,43,2
googlesamples,tango-examples-c,44,3
googlesamples,tango-examples-c,45,1
googlesamples,tango-examples-c,46,1
googlesamples,tango-examples-c,47,1
googlesamples,tango-examples-c,48,4
googlesamples,tango-examples-c,49,3
googlesamples,tango-examples-c,50,3
googlesamples,tango-examples-c,51,3
googlesamples,tango-examples-c,52,2
googlesamples,tango-examples-java,2,1
googlesamples,tango-examples-java,3,6
googlesamples,tango-examples-java,4,1
googlesamples,tango-examples-java,5,2
googlesamples,tango-examples-java,6,1
googlesamples,tango-examples-java,8,4
googlesamples,tango-examples-java,9,2
googlesamples,tango-examples-java,10,2
googlesamples,tango-examples-java,11,6
googlesamples,tango-examples-java,12,3
googlesamples,tango-examples-java,13,1
googlesamples,tango-examples-java,14,4
googlesamples,tango-examples-java,15,9
googlesamples,tango-examples-java,16,5
googlesamples,tango-examples-java,17,6
googlesamples,tango-examples-java,18,4
googlesamples,tango-examples-java,19,2
googlesamples,tango-examples-java,21,2
googlesamples,tango-examples-java,22,3
googlesamples,tango-examples-java,23,4
googlesamples,tango-examples-java,24,3
googlesamples,tango-examples-java,25,4
googlesamples,tango-examples-java,26,4
googlesamples,tango-examples-java,27,5
googlesamples,tango-examples-java,28,2
googlesamples,tango-examples-java,29,2
googlesamples,tango-examples-java,30,2
googlesamples,tango-examples-java,31,1
googlesamples,tango-examples-java,32,4
googlesamples,tango-examples-java,33,3
googlesamples,tango-examples-java,34,7
googlesamples,tango-examples-java,35,4
googlesamples,tango-examples-java,36,4
googlesamples,tango-examples-java,37,7
googlesamples,tango-examples-java,38,3
googlesamples,tango-examples-java,39,1
googlesamples,tango-examples-java,40,3
googlesamples,tango-examples-java,41,3
googlesamples,tango-examples-java,42,2
googlesamples,tango-examples-java,43,4
googlesamples,tango-examples-java,44,4
googlesamples,tango-examples-java,45,4
googlesamples,tango-examples-java,46,2
googlesamples,tango-examples-java,47,4
googlesamples,tango-examples-java,48,5
googlesamples,tango-examples-java,49,6
googlesamples,tango-examples-java,50,5
googlesamples,tango-examples-java,51,3
googlesamples,tango-examples-java,52,8
googlesamples,tango-examples-unity,2,1
googlesamples,tango-examples-unity,3,2
googlesamples,tango-examples-unity,5,2
googlesamples,tango-examples-unity,7,2
googlesamples,tango-examples-unity,8,7
googlesamples,tango-examples-unity,9,1
googlesamples,tango-examples-unity,10,3
googlesamples,tango-examples-unity,12,1
googlesamples,tango-examples-unity,13,2
googlesamples,tango-examples-unity,14,2
googlesamples,tango-examples-unity,15,5
googlesamples,tango-examples-unity,16,2
googlesamples,tango-examples-unity,17,4
googlesamples,tango-examples-unity,18,4
googlesamples,tango-examples-unity,19,2
googlesamples,tango-examples-unity,20,2
googlesamples,tango-examples-unity,21,5
googlesamples,tango-examples-unity,22,2
googlesamples,tango-examples-unity,23,6
googlesamples,tango-examples-unity,24,1
googlesamples,tango-examples-unity,25,5
googlesamples,tango-examples-unity,26,1
googlesamples,tango-examples-unity,27,2
googlesamples,tango-examples-unity,28,3
googlesamples,tango-examples-unity,29,2
googlesamples,tango-examples-unity,30,4
googlesamples,tango-examples-unity,31,6
googlesamples,tango-examples-unity,32,6
googlesamples,tango-examples-unity,33,1
googlesamples,tango-examples-unity,34,5
googlesamples,tango-examples-unity,35,3
googlesamples,tango-examples-unity,36,3
googlesamples,tango-examples-unity,37,7
googlesamples,tango-examples-unity,38,5
googlesamples,tango-examples-unity,39,5
googlesamples,tango-examples-unity,40,3
googlesamples,tango-examples-unity,41,6
googlesamples,tango-examples-unity,42,1
googlesamples,tango-examples-unity,43,6
googlesamples,tango-examples-unity,44,5
googlesamples,tango-examples-unity,45,4
googlesamples,tango-examples-unity,46,6
googlesamples,tango-examples-unity,47,7
googlesamples,tango-examples-unity,48,4
googlesamples,tango-examples-unity,49,7
googlesamples,tango-examples-unity,50,2
googlesamples,tango-examples-unity,51,6
googlesamples,tango-examples-unity,52,3
gruntjs,grunt,1,3
gruntjs,grunt,2,23
gruntjs,grunt,3,29
gruntjs,grunt,4,39
gruntjs,grunt,5,32
gruntjs,grunt,6,33
gruntjs,grunt,7,27
gruntjs,grunt,8,74
gruntjs,grunt,9,42
gruntjs,grunt,10,32
gruntjs,grunt,11,32
gruntjs,grunt,12,27
gruntjs,grunt,13,28
gruntjs,grunt,14,22
gruntjs,grunt,15,30
gruntjs,grunt,16,32
gruntjs,grunt,17,35
gruntjs,grunt,18,25
gruntjs,grunt,19,17
gruntjs,grunt,20,36
gruntjs,grunt,21,40
gruntjs,grunt,22,36
gruntjs,grunt,23,31
gruntjs,grunt,24,40
gruntjs,grunt,25,24
gruntjs,grunt,26,29
gruntjs,grunt,27,25
gruntjs,grunt,28,39
gruntjs,grunt,29,39
gruntjs,grunt,30,18
gruntjs,grunt,31,17
gruntjs,grunt,32,23
gruntjs,grunt,33,13
gruntjs,grunt,34,33
gruntjs,grunt,35,24
gruntjs,grunt,36,17
gruntjs,grunt,37,25
gruntjs,grunt,38,23
gruntjs,grunt,39,18
gruntjs,grunt,40,27
gruntjs,grunt,41,22
gruntjs,grunt,42,23
gruntjs,grunt,43,24
gruntjs,grunt,44,24
gruntjs,grunt,45,18
gruntjs,grunt,46,25
gruntjs,grunt,47,23
gruntjs,grunt,48,21
gruntjs,grunt,49,20
gruntjs,grunt,50,18
gruntjs,grunt,51,16
gruntjs,grunt,52,22
gruntjs,grunt-cli,2,5
gruntjs,grunt-cli,3,4
gruntjs,grunt-cli,4,7
gruntjs,grunt-cli,5,3
gruntjs,grunt-cli,6,6
gruntjs,grunt-cli,7,2
gruntjs,grunt-cli,8,5
gruntjs,grunt-cli,9,1
gruntjs,grunt-cli,10,4
gruntjs,grunt-cli,11,9
gruntjs,grunt-cli,12,1
gruntjs,grunt-cli,13,2
gruntjs,grunt-cli,14,4
gruntjs,grunt-cli,15,2
gruntjs,grunt-cli,16,2
gruntjs,grunt-cli,17,4
gruntjs,grunt-cli,18,3
gruntjs,grunt-cli,19,2
gruntjs,grunt-cli,20,1
gruntjs,grunt-cli,21,3
gruntjs,grunt-cli,22,4
gruntjs,grunt-cli,23,2
gruntjs,grunt-cli,24,1
gruntjs,grunt-cli,25,4
gruntjs,grunt-cli,26,3
gruntjs,grunt-cli,27,2
gruntjs,grunt-cli,28,2
gruntjs,grunt-cli,30,2
gruntjs,grunt-cli,31,5
gruntjs,grunt-cli,32,1
gruntjs,grunt-cli,33,1
gruntjs,grunt-cli,34,1
gruntjs,grunt-cli,35,5
gruntjs,grunt-cli,36,1
gruntjs,grunt-cli,37,2
gruntjs,grunt-cli,38,2
gruntjs,grunt-cli,39,1
gruntjs,grunt-cli,40,2
gruntjs,grunt-cli,41,1
gruntjs,grunt-cli,42,1
gruntjs,grunt-cli,43,1
gruntjs,grunt-cli,44,2
gruntjs,grunt-cli,45,1
gruntjs,grunt-cli,46,1
gruntjs,grunt-cli,47,2
gruntjs,grunt-cli,49,1
gruntjs,grunt-cli,50,4
gruntjs,grunt-cli,51,2
gruntjs,grunt-cli,52,2
gruntjs,grunt-contrib,5,1
gruntjs,grunt-contrib,6,2
gruntjs,grunt-contrib,14,1
gruntjs,grunt-contrib,17,1
gruntjs,grunt-contrib,18,1
gruntjs,grunt-contrib,22,1
gruntjs,grunt-contrib,23,2
gruntjs,grunt-contrib,24,1
gruntjs,grunt-contrib,30,1
gruntjs,grunt-contrib,45,1
gruntjs,grunt-contrib,49,1
gruntjs,grunt-contrib-clean,2,5
gruntjs,grunt-contrib-clean,3,3
gruntjs,grunt-contrib-clean,5,1
gruntjs,grunt-contrib-clean,6,2
gruntjs,grunt-contrib-clean,7,2
gruntjs,grunt-contrib-clean,8,1
gruntjs,grunt-contrib-clean,9,3
gruntjs,grunt-contrib-clean,10,2
gruntjs,grunt-contrib-clean,11,3
gruntjs,grunt-contrib-clean,12,4
gruntjs,grunt-contrib-clean,13,1
gruntjs,grunt-contrib-clean,15,1
gruntjs,grunt-contrib-clean,16,2
gruntjs,grunt-contrib-clean,17,2
gruntjs,grunt-contrib-clean,18,3
gruntjs,grunt-contrib-clean,19,1
gruntjs,grunt-contrib-clean,22,2
gruntjs,grunt-contrib-clean,23,2
gruntjs,grunt-contrib-clean,24,1
gruntjs,grunt-contrib-clean,25,2
gruntjs,grunt-contrib-clean,26,4
gruntjs,grunt-contrib-clean,27,1
gruntjs,grunt-contrib-clean,28,4
gruntjs,grunt-contrib-clean,29,4
gruntjs,grunt-contrib-clean,30,1
gruntjs,grunt-contrib-clean,31,1
gruntjs,grunt-contrib-clean,33,1
gruntjs,grunt-contrib-clean,34,3
gruntjs,grunt-contrib-clean,35,1
gruntjs,grunt-contrib-clean,36,1
gruntjs,grunt-contrib-clean,38,1
gruntjs,grunt-contrib-clean,40,2
gruntjs,grunt-contrib-clean,41,3
gruntjs,grunt-contrib-clean,42,2
gruntjs,grunt-contrib-clean,43,1
gruntjs,grunt-contrib-clean,44,2
gruntjs,grunt-contrib-clean,45,2
gruntjs,grunt-contrib-clean,46,2
gruntjs,grunt-contrib-clean,51,2
gruntjs,grunt-contrib-coffee,2,1
gruntjs,grunt-contrib-coffee,3,1
gruntjs,grunt-contrib-coffee,4,1
gruntjs,grunt-contrib-coffee,5,1
gruntjs,grunt-contrib-coffee,6,1
gruntjs,grunt-contrib-coffee,7,1
gruntjs,grunt-contrib-coffee,8,1
gruntjs,grunt-contrib-coffee,10,2
gruntjs,grunt-contrib-coffee,11,1
gruntjs,grunt-contrib-coffee,12,1
gruntjs,grunt-contrib-coffee,13,1
gruntjs,grunt-contrib-coffee,14,2
gruntjs,grunt-contrib-coffee,18,2
gruntjs,grunt-contrib-coffee,21,1
gruntjs,grunt-contrib-coffee,22,1
gruntjs,grunt-contrib-coffee,23,1
gruntjs,grunt-contrib-coffee,24,1
gruntjs,grunt-contrib-coffee,28,1
gruntjs,grunt-contrib-coffee,33,1
gruntjs,grunt-contrib-coffee,35,1
gruntjs,grunt-contrib-coffee,36,1
gruntjs,grunt-contrib-coffee,37,1
gruntjs,grunt-contrib-coffee,40,1
gruntjs,grunt-contrib-coffee,42,1
gruntjs,grunt-contrib-coffee,44,1
gruntjs,grunt-contrib-compass,2,2
gruntjs,grunt-contrib-compass,3,2
gruntjs,grunt-contrib-compass,4,1
gruntjs,grunt-contrib-compass,5,4
gruntjs,grunt-contrib-compass,6,2
gruntjs,grunt-contrib-compass,7,3
gruntjs,grunt-contrib-compass,8,1
gruntjs,grunt-contrib-compass,9,2
gruntjs,grunt-contrib-compass,11,1
gruntjs,grunt-contrib-compass,12,1
gruntjs,grunt-contrib-compass,14,2
gruntjs,grunt-contrib-compass,17,1
gruntjs,grunt-contrib-compass,18,3
gruntjs,grunt-contrib-compass,19,4
gruntjs,grunt-contrib-compass,20,1
gruntjs,grunt-contrib-compass,21,4
gruntjs,grunt-contrib-compass,22,1
gruntjs,grunt-contrib-compass,23,1
gruntjs,grunt-contrib-compass,24,1
gruntjs,grunt-contrib-compass,25,1
gruntjs,grunt-contrib-compass,26,1
gruntjs,grunt-contrib-compass,27,3
gruntjs,grunt-contrib-compass,28,1
gruntjs,grunt-contrib-compass,29,1
gruntjs,grunt-contrib-compass,31,1
gruntjs,grunt-contrib-compass,33,1
gruntjs,grunt-contrib-compass,36,1
gruntjs,grunt-contrib-compass,37,1
gruntjs,grunt-contrib-compass,38,1
gruntjs,grunt-contrib-compass,40,3
gruntjs,grunt-contrib-compass,43,1
gruntjs,grunt-contrib-compass,44,1
gruntjs,grunt-contrib-compass,48,1
gruntjs,grunt-contrib-compass,49,1
gruntjs,grunt-contrib-compass,52,1
gruntjs,grunt-contrib-compress,2,2
gruntjs,grunt-contrib-compress,3,2
gruntjs,grunt-contrib-compress,4,2
gruntjs,grunt-contrib-compress,5,2
gruntjs,grunt-contrib-compress,6,2
gruntjs,grunt-contrib-compress,7,3
gruntjs,grunt-contrib-compress,8,2
gruntjs,grunt-contrib-compress,9,4
gruntjs,grunt-contrib-compress,10,2
gruntjs,grunt-contrib-compress,11,3
gruntjs,grunt-contrib-compress,13,1
gruntjs,grunt-contrib-compress,14,3
gruntjs,grunt-contrib-compress,15,2
gruntjs,grunt-contrib-compress,16,1
gruntjs,grunt-contrib-compress,17,1
gruntjs,grunt-contrib-compress,18,1
gruntjs,grunt-contrib-compress,19,2
gruntjs,grunt-contrib-compress,20,1
gruntjs,grunt-contrib-compress,22,3
gruntjs,grunt-contrib-compress,23,1
gruntjs,grunt-contrib-compress,24,2
gruntjs,grunt-contrib-compress,25,2
gruntjs,grunt-contrib-compress,26,2
gruntjs,grunt-contrib-compress,27,1
gruntjs,grunt-contrib-compress,29,1
gruntjs,grunt-contrib-compress,31,1
gruntjs,grunt-contrib-compress,32,1
gruntjs,grunt-contrib-compress,35,1
gruntjs,grunt-contrib-compress,36,3
gruntjs,grunt-contrib-compress,37,1
gruntjs,grunt-contrib-compress,41,2
gruntjs,grunt-contrib-compress,45,1
gruntjs,grunt-contrib-compress,46,1
gruntjs,grunt-contrib-compress,48,4
gruntjs,grunt-contrib-compress,49,1
gruntjs,grunt-contrib-compress,50,1
gruntjs,grunt-contrib-compress,52,1
gruntjs,grunt-contrib-concat,2,2
gruntjs,grunt-contrib-concat,3,6
gruntjs,grunt-contrib-concat,4,3
gruntjs,grunt-contrib-concat,5,2
gruntjs,grunt-contrib-concat,6,3
gruntjs,grunt-contrib-concat,7,1
gruntjs,grunt-contrib-concat,8,3
gruntjs,grunt-contrib-concat,9,5
gruntjs,grunt-contrib-concat,10,3
gruntjs,grunt-contrib-concat,11,1
gruntjs,grunt-contrib-concat,12,2
gruntjs,grunt-contrib-concat,13,2
gruntjs,grunt-contrib-concat,14,2
gruntjs,grunt-contrib-concat,15,3
gruntjs,grunt-contrib-concat,16,3
gruntjs,grunt-contrib-concat,17,7
gruntjs,grunt-contrib-concat,18,2
gruntjs,grunt-contrib-concat,19,2
gruntjs,grunt-contrib-concat,20,1
gruntjs,grunt-contrib-concat,21,1
gruntjs,grunt-contrib-concat,22,7
gruntjs,grunt-contrib-concat,23,4
gruntjs,grunt-contrib-concat,24,2
gruntjs,grunt-contrib-concat,25,4
gruntjs,grunt-contrib-concat,26,1
gruntjs,grunt-contrib-concat,27,4
gruntjs,grunt-contrib-concat,28,4
gruntjs,grunt-contrib-concat,29,5
gruntjs,grunt-contrib-concat,30,3
gruntjs,grunt-contrib-concat,32,1
gruntjs,grunt-contrib-concat,33,1
gruntjs,grunt-contrib-concat,34,3
gruntjs,grunt-contrib-concat,36,3
gruntjs,grunt-contrib-concat,38,3
gruntjs,grunt-contrib-concat,40,1
gruntjs,grunt-contrib-concat,41,8
gruntjs,grunt-contrib-concat,42,1
gruntjs,grunt-contrib-concat,43,3
gruntjs,grunt-contrib-concat,44,2
